title,author,year_published,isbn,publisher,language,genres,pages,cover_img_url,ol_key,source,description,avg_rating,num_ratings,google_url
Wings of Fire,A. P. J. Abdul Kalam,1999.0,9788173715181,Distributed by Orient Longman,"eng, hin","Biography, Presidents, Scientists",180.0,https://covers.openlibrary.org/b/id/9153819-L.jpg,/works/OL1037811W,Open Library,"Avul Pakir Jainulabdeen Abdul Kalam, the son of a little-educated boat-owner in Rameswaram, Tamil Nadu, had an unparalleled career as a defence scientist, culminating in the highest civilian award of India, the Bharat Ratna. As chief of the country’s defence research and development programme, Kalam demonstrated the great potential for dynamism and innovation that existed in seemingly moribund research establishments. This is the story of Kalam’s rise from obscurity and his personal and professional struggles, as well as the story of Agni, Prithvi, Akash, Trishul and Nag—missiles that have become household names in India and that have raised the nation to the level of a missile power of international reckoning. This is also the saga of independent India’s struggle for technological self-sufficiency and defensive autonomy—a story as much about politics, domestic and international, as it is about science.",4.5,182.0,http://books.google.de/books?id=c3qmIZtWUjAC&dq=Wings+of+Fire+A.+P.+J.+Abdul+Kalam&hl=&source=gbs_api
The Diary of a Young Girl- Anne Frank,Anne Frank,2001.0,9789352782772,True Sign Publishing House,eng,"Historical, Biography",320.0,https://covers.openlibrary.org/b/id/13526331-L.jpg,/works/OL27294413W,Open Library,"The Diary of a Young Girl, also known as The Diary of Anne Frank, is a book of the writings from the Dutch-language diary kept by Anne Frank while she was in hiding for two years with her family during the Nazi occupation of the Netherlands. The family was apprehended in 1944, and Anne Frank died of typhus in the Bergen-Belsen concentration camp in 1945. Anne's diaries were retrieved by Miep Gies and Bep Voskuijl. Miep gave them to Anne's father, Otto Frank, the family's only survivor, just after the Second World War was over.",4.5,34.0,http://books.google.de/books?id=EO-2vZseBf0C&dq=The+Diary+of+a+Young+Girl-+Anne+Frank+Anne+Frank&hl=&source=gbs_api
Autobiography of a Yogi,Yogananda Paramahansa,1946.0,9798705243440,Yogada Satsanga Society of India,"ger, eng, fre, jpn, tur, vie, spa, mal, est, swe, por, rus, hin, mar, san","Autobiography, Yogis, Yoga, Yoguis, Biografía",514.0,https://covers.openlibrary.org/b/id/805448-L.jpg,/works/OL528094W,Open Library,"The autobiography of Paramahansa Yogananda (1893 - 1952) details his search for a guru, during which he encountered many spiritual leaders and world-renowned scientists. When it was published in 1946 it was the first introduction of many westerners to yoga and meditation.The famous opera singer Amelita Galli-Curci said about the book:""Amazing, true stories of saints and masters of India, blended with priceless superphysical information-much needed to balance the Western material efficiency with Eastern spiritual efficiency-come from the vigorous pen of Paramhansa Yogananda, whose teachings my husband and myself have had the pleasure of studying for twenty years.""",4.0,12.0,http://books.google.de/books?id=xsIi4ePN4hYC&dq=Autobiography+of+a+Yogi+Yogananda+Paramahansa&hl=&source=gbs_api
I'm Glad My Mom Died,"Jennette McCurdy, Jannettte Mcury",2022.0,9781797147963,Simon and Surcher,"dut, ger, pol, eng","New York Times bestseller, Family & Relationships, Biography & Autobiography, Entertainment & Performing Arts, Biography & Autobiography / Personal Memoirs",320.0,https://covers.openlibrary.org/b/id/12855985-L.jpg,/works/OL26663382W,Open Library,"A heartbreaking and hilarious memoir by iCarly and Sam & Cat star Jennette McCurdy about her struggles as a former child actor—including eating disorders, addiction, and a complicated relationship with her overbearing mother—and how she retook control of her life.

Jennette McCurdy was six years old when she had her first acting audition. Her mother’s dream was for her only daughter to become a star, and Jennette would do anything to make her mother happy. So she went along with what Mom called “calorie restriction,” eating little and weighing herself five times a day. She endured extensive at-home makeovers while Mom chided, “Your eyelashes are invisible, okay? You think Dakota Fanning doesn’t tint hers?” She was even showered by Mom until age sixteen while sharing her diaries, email, and all her income.

In I’m Glad My Mom Died , Jennette recounts all this in unflinching detail—just as she chronicles what happens when the dream finally comes true. Cast in a new Nickelodeon series called iCarly , she is thrust into fame. Though Mom is ecstatic, emailing fan club moderators and getting on a first-name basis with the paparazzi (“Hi Gale!”), Jennette is riddled with anxiety, shame, and self-loathing, which manifest into eating disorders, addiction, and a series of unhealthy relationships. These issues only get worse when, soon after taking the lead in the iCarly spinoff Sam & Cat alongside Ariana Grande, her mother dies of cancer. Finally, after discovering therapy and quitting acting, Jennette embarks on recovery and decides for the first time in her life what she really wants.

Told with refreshing candor and dark humor, I’m Glad My Mom Died is an inspiring story of resilience, independence, and the joy of shampooing your own hair.",,,"http://books.google.de/books?id=OL-QEQAAQBAJ&dq=I%27m+Glad+My+Mom+Died+Jennette+McCurdy,+Jannettte+Mcury&hl=&source=gbs_api"
Reminders of Him,Colleen Hoover,2022.0,9781638081968,Montlake,"eng, ger, dut",American literature,400.0,https://covers.openlibrary.org/b/id/12504366-L.jpg,/works/OL26758111W,Open Library,"After serving five years in prison for a tragic mistake, Kenna Rowan returns to the town where it all went wrong, hoping to reunite with her four-year-old daughter. But the bridges Kenna burned are proving impossible to rebuild. Everyone in her daughter’s life is determined to shut Kenna out, no matter how hard she works to prove herself.

The only person who hasn’t closed the door on her completely is Ledger Ward, a local bar owner and one of the few remaining links to Kenna’s daughter. But if anyone were to discover how Ledger is slowly becoming an important part of Kenna’s life, both would risk losing the trust of everyone important to them.

The two form a connection despite the pressure surrounding them, but as their romance grows, so does the risk. Kenna must find a way to absolve the mistakes of her past in order to build a future out of hope and healing.",3.5,5.0,http://books.google.de/books?id=Fzy1zgEACAAJ&dq=Reminders+of+Him+Colleen+Hoover&hl=&source=gbs_api
Fear and Loathing in Las Vegas,Hunter S. Thompson,1971.0,9781417665884,Flamingo,"eng, spa","comedy, Journalists, biography, Thompson, hunter s., 1937-2005, Journalists, Biography",205.0,https://covers.openlibrary.org/b/id/13396-L.jpg,/works/OL158041W,Open Library,"Maverick author Hunter S. Thompson introduced the world to ""gonzo journalism"" with this cult classic that shot back up the best seller lists after Thompson's suicide in 2005. No book ever written has more perfectly captured the spirit of the 1960s counterculture. In Las Vegas to cover a motorcycle race, Raoul Duke (Thompson) and his attorney Dr. Gonzo (inspired by a friend of Thompson) are quickly diverted to search for the American dream. Their quest is fueled by nearly every drug imaginable and quickly becomes a surreal experience that blurs the line between reality and fantasy. But there is more to this hilarious tale than reckless behavior, for underneath the hallucinogenic facade is a stinging criticism of American greed and consumerism.",5.0,1.0,https://play.google.com/store/books/details?id=oqqFBAAAQBAJ&source=gbs_api
The worldly philosophers,Robert L. Heilbroner,1953.0,9602181907,Peter Smith Publisher Inc,"spa, gre, eng, fre","Economics, Economists, History, Economists, biography, Biography",342.0,https://covers.openlibrary.org/b/id/15106531-L.jpg,/works/OL1847023W,Open Library,"""The Worldly Philosophers is a bestselling classic that not only enables us to see more deeply into our history but helps us better understand our own times. In this seventh edition, Robert L. Heilbroner provides a view theme that connects thinkers as diverse as Adam Smith and Karl Marx. The theme is the common focus of their highly varied ideas - namely, the search to understand how a capitalist society works.""--BOOK JACKET.",2.5,3.0,http://books.google.de/books?id=N_3cj4urgJcC&dq=The+worldly+philosophers+Robert+L.+Heilbroner&hl=&source=gbs_api
Persepolis 1 & 2,Marjane Satrapi,2003.0,0375422307,Tandem Library,"spa, eng","Comics & graphic novels, nonfiction, biography & memoir, Iran, biography, Girls, biography, Authors, biography, Comics & graphic novels, nonfiction, general",160.0,https://covers.openlibrary.org/b/id/12648909-L.jpg,/works/OL20715162W,Open Library,"Wise, funny, and heartbreaking, Persepolis is Marjane Satrapi’s memoir of growing up in Iran during the Islamic Revolution. In powerful black-and-white comic strip images, Satrapi tells the story of her life in Tehran from ages six to fourteen, years that saw the overthrow of the Shah’s regime, the triumph of the Islamic Revolution, and the devastating effects of war with Iraq. The intelligent and outspoken only child of committed Marxists and the great-granddaughter of one of Iran’s last emperors, Marjane bears witness to a childhood uniquely entwined with the history of her country.

Persepolis paints an unforgettable portrait of daily life in Iran and of the bewildering contradictions between home life and public life. Marjane’s child’s-eye view of dethroned emperors, state-sanctioned whippings, and heroes of the revolution allows us to learn as she does the history of this fascinating country and of her own extraordinary family. Intensely personal, profoundly political, and wholly original, Persepolis is at once a story of growing up and a reminder of the human cost of war and political repression. It shows how we carry on, with laughter and tears, in the face of absurdity. And, finally, it introduces us to an irresistible little girl with whom we cannot help but fall in love.",,,https://play.google.com/store/books/details?id=lmR4DwAAQBAJ&source=gbs_api
Narrative of the life of Frederick Douglass,Frederick Douglass,1845.0,1957240911,Laurel,"eng, spa, und","Douglass, frederick, 1818-1895, Biography, African American abolitionists, Abolitionists, Slaves",127.0,https://covers.openlibrary.org/b/id/8247724-L.jpg,/works/OL69178W,Open Library,This book is an autobiographical account by runaway slave Frederick Douglass that chronicles his experiences with his owners and overseers and discusses how slavery affected both slaves and slaveholders.,4.5,15.0,https://play.google.com/store/books/details?id=U69bAAAAQAAJ&source=gbs_api
Zukunft einer Illusion,Sigmund Freud,1928.0,9781013396717,"Creative Media Partners, LLC","ger, eng","Psychoanalysis, Psychology and religion, Psychotherapy, Religion, Religious Psychology",95.0,https://covers.openlibrary.org/b/id/6503974-L.jpg,/works/OL1069670W,Open Library,"In what is considered one of his greatest contributions to psychology, Austrian psychiatrist, Sigmund Freud describes his perspectives on the development and origins of religion - religion as an illusion, wishes that are the ""fulfillments of the oldest, strongest, and most urgent wishes of mankind."" He goes on to explain and illustrate, ""what is characteristic of illusions is that they are derived from human wishes.""",,,http://books.google.de/books?id=XwPNDwAAQBAJ&dq=%E8%B5%B0%E3%82%8B%E3%81%93%E3%81%A8%E3%81%AB%E3%81%A4%E3%81%84%E3%81%A6%E8%AA%9E%E3%82%8B%E3%81%A8%E3%81%8D%E3%81%AB%E5%83%95%E3%81%AE%E8%AA%9E%E3%82%8B%E3%81%93%E3%81%A8+%E6%9D%91%E4%B8%8A%E6%98%A5%E6%A8%B9&hl=&source=gbs_api
Just Kids,"Patti Smith, Patti Smith",2006.0,9780747548409,Bloomsbury,"fre, ger, eng, heb","Women poets, Chelsea Hotel, Women rock musicians, Photographers, Musicians",320.0,https://covers.openlibrary.org/b/id/6671097-L.jpg,/works/OL15474046W,Open Library,"In this memoir, singer-songwriter Patti Smith shares tales of New York City : the denizens of Max's Kansas City, the Hotel Chelsea, Scribner's, Brentano's and Strand bookstores and her new life in Brooklyn with a young man named Robert Mapplethorpe--the man who changed her life with his love, friendship, and genius.",4.0,1.0,https://play.google.com/store/books/details?id=_KIAVTHW4HMC&source=gbs_api
Born a Crime,Trevor Noah,2016.0,052550902X,Audible Studios on Brilliance,"eng, spa, chi, ger","apartheid, PERFORMING ARTS, HUMOR, Television personalities, Personal Memoirs",304.0,https://covers.openlibrary.org/b/id/8294078-L.jpg,/works/OL17824318W,Open Library,"Born a Crime is the story of a mischievous young boy who grows into a restless young man as he struggles to find himself in a world where he was never supposed to exist. It is also the story of that young man’s relationship with his fearless, rebellious, and fervently religious mother—his teammate, a woman determined to save her son from the cycle of poverty, violence, and abuse that would ultimately threaten her own life.

The stories collected here are by turns hilarious, dramatic, and deeply affecting. Whether subsisting on caterpillars for dinner during hard times, being thrown from a moving car during an attempted kidnapping, or just trying to survive the life-and-death pitfalls of dating in high school, Trevor illuminates his curious world with an incisive wit and unflinching honesty. His stories weave together to form a moving and searingly funny portrait of a boy making his way through a damaged world in a dangerous time, armed only with a keen sense of humor and a mother’s unconventional, unconditional love.",5.0,3.0,https://play.google.com/store/books/details?id=dAzJCwAAQBAJ&source=gbs_api
Pimp,"Iceberg Slim, Beck, Robert, Irvine Welsh",1967.0,087067935X,Payback Press,"eng, fre","Pimps, Biography, African Americans, Fiction, Slums",317.0,https://covers.openlibrary.org/b/id/13539771-L.jpg,/works/OL1853064W,Open Library,"This is the story of Iceberg Slim's life, as he saw, felt, tasted, and smelled it. A trip through hell by the one man who lived to tell the tale. The dangers of jail, addiction and death that are still all too familiar.",,,https://play.google.com/store/books/details?id=aclG4hHpbRwC&source=gbs_api
Gifted hands,"Ben Carson, Cecil Murphey, Benjamin S. Carson Sr.",1990.0,0310546508,HarpePaperbacks,eng,"Neurosurgeons, Nonfiction, Biography & Autobiography, Biography, Biography: general",232.0,https://covers.openlibrary.org/b/id/4942228-L.jpg,/works/OL1933963W,Open Library,"In 1987, Dr. Benjamin Carson gained worldwide recognition for his part in the first successful separation of Siamese twins joined at the back of the head. The extremely complex and delicate operation, five months in the planning and twenty-two hours in the execution, involved a surgical plan that Carson helped initiate.  Carson pioneered again in a rare procedure known as hemispherectomy, giving children without hope a second chance at life through a daring operation in which he literally removed one half of their brain.  But such breakthroughs aren't unusual for Ben Carson. He's been beating the odds since he was a child.  Raised in inner-city Detroit by a mother with a third grade education, Ben lacked motivation. He had terrible grades. And a pathological temper threatened to put him in jail. But Sonya Carson convinced her son that he could make something of his life, even though everything around him said otherwise.  Trust in God, a relentless belief in his own capabilities, and sheer determination catapulted Ben from failing grades to the top of his class --- and beyond to a Yale scholarship . . . the University of Michigan Medical School . . . and finally, at age 33, the directorship of pediatric neurosurgery at Johns Hopkins Hospital in Baltimore, Maryland. Today, Dr. Ben Carson holds twenty honorary doctorates and is the possessor of a long string of honors and awards, including the Horatio Alger Award, induction into the 'Great Blacks in Wax' Museum in Baltimore, Maryland, and an invitation as Keynote Speaker at the 1997 President's National Prayer Breakfast.  Gifted Hands is the riveting story of one man's secret for success, tested against daunting odds and driven by an incredible mindset that dares to take risks. This inspiring autobiography takes you into the operating room to witness surgeries that made headlines around the world --- and into the private mind of a compassionate, God-fearing physician who lives to help others. Through it all shines a humility, quick wit, and down-to-earth style that make this book one you won't easily forget.",,,https://play.google.com/store/books/details?id=lTnnCQAAQBAJ&source=gbs_api
When Breath Becomes Air,Paul Kalanithi,2016.0,8804675950,Penguin Random House USA Ex,"dut, fre, ind, eng, rus, spa, ice, por, dan, srp, chi, ger","philosophy, Neurosurgeons, Cancer, Lungs, Husband and wife",232.0,https://covers.openlibrary.org/b/id/11463139-L.jpg,/works/OL17356252W,Open Library,"When Breath Becomes Air is a non-fiction autobiographical book written by American neurosurgeon Paul Kalanithi. It is a memoir about his life and illness, battling stage IV metastatic lung cancer. It was posthumously published by Random House on January 12, 2016.",4.5,8.0,https://play.google.com/store/books/details?id=mtGpCgAAQBAJ&source=gbs_api
All Creatures Great and Small (All Creatures Great and Small #1-2),James Herriot,1972.0,9780553138597,Bantam Books,"spa, eng","Open Library Staff Picks, Veterinarians, Biography, Herriot, james, 1916-1995, Large type books",445.0,https://covers.openlibrary.org/b/id/6382107-L.jpg,/works/OL42308W,Open Library,"Delve into the magical, unforgettable world of James Herriot, the world's most beloved veterinarian, and his menagerie of heartwarming, funny, and tragic animal patients.

For over forty years, generations of readers have thrilled to Herriot's marvelous tales, deep love of life, and extraordinary storytelling abilities. For decades, Herriot roamed the remote, beautiful Yorkshire Dales, treating every patient that came his way from smallest to largest, and observing animals and humans alike with his keen, loving eye.

In *All Creatures Great and Small*, we meet the young Herriot as he takes up his calling and discovers that the realities of veterinary practice in rural Yorkshire are very different from the sterile setting of veterinary school. Some visits are heart-wrenchingly difficult, such as one to an old man in the village whose very ill dog is his only friend and companion, some are lighthearted and fun, such as Herriot's periodic visits to the overfed and pampered Pekinese Tricki Woo who throws parties and has his own stationery, and yet others are inspirational and enlightening, such as Herriot's recollections of poor farmers who will scrape their meager earnings together to be able to get proper care for their working animals. From seeing to his patients in the depths of winter on the remotest homesteads to dealing with uncooperative owners and critically ill animals, Herriot discovers the wondrous variety and never-ending challenges of veterinary practice as his humor, compassion, and love of the animal world shine forth.

(Printed in the UK as two books: Book #1 - *If Only They Could Talk*, and Book #2 - *It Shouldn’t Happen to a Vet*.)",,,http://books.google.de/books?id=b2CmAQAACAAJ&dq=All+Creatures+Great+and+Small+(All+Creatures+Great+and+Small+%231-2)+James+Herriot&hl=&source=gbs_api
Elon Musk,"Ashlee Vance, Francisco López Martín",2013.0,9780062301260,Znak Horyzont,"pol, eng, spa","SpaceX (Firm), PayPal (Firm), Businesspeople, Biography, Tesla Motors",402.0,https://covers.openlibrary.org/b/id/8463846-L.jpg,/works/OL17184556W,Open Library,"In the spirit of Steve Jobs and Moneyball, Elon Musk is both an illuminating and authorized look at the extraordinary life of one of Silicon Valley's most exciting, unpredictable, and ambitious entrepreneurs -- a real-life Tony Stark -- and a fascinating exploration of the renewal of American invention and its new ""makers."" Elon Musk spotlights the technology and vision of Elon Musk, the renowned entrepreneur and innovator behind SpaceX, Tesla, and SolarCity, who sold one of his Internet companies, PayPal, for $1.5 billion. Ashlee Vance captures the full spectacle and arc of the genius's life and work, from his tumultuous upbringing in South Africa and flight to the United States to his dramatic technical innovations and entrepreneurial pursuits. Vance uses Musk's story to explore one of the pressing questions of our age: can the nation of inventors and creators who led the modern world for a century still compete in an age of fierce global competition? He argues that Musk -- one of the most unusual and striking figures in American business history -- is a contemporary, visionary amalgam of legendary inventors and industrialists including Thomas Edison, Henry Ford, Howard Hughes, and Steve Jobs. More than any other entrepreneur today, Musk has dedicated his energies and his own vast fortune to inventing a future that is as rich and far-reaching as the visionaries of the golden age of science-fiction fantasy. Thorough and insightful, Elon Musk brings to life a technology industry that is rapidly and dramatically changing by examining the life of one of its most powerful and influential titans. - Publisher.",,,https://play.google.com/store/books/details?id=727SEQAAQBAJ&source=gbs_api
On Writing,Stephen King,1999.0,9781416549864,Turtleback Books Distributed by Demco Media,"pol, fre, ger, cze, rus, chi, ukr, dan, spa, por, swe, eng, ita","writing, Salem’s Lot, science fiction, Happy Stamps, The Elements of Style",288.0,https://covers.openlibrary.org/b/id/9255939-L.jpg,/works/OL81601W,Open Library,"On Writing is both a textbook for writers and a memoir of Stephen's life and will, thus, appeal even to those who are not aspiring writers. If you've always wondered what led Steve to become a writer and how he came to be the success he is today, this will answer those questions.

([source][1])


  [1]: https://stephenking.com/library/nonfiction/on_writing_a_memoir_of_the_craft.html",4.0,26.0,http://books.google.de/books?id=d999Z2KbZJYC&dq=On+Writing+Stephen+King&hl=&source=gbs_api
Livro do Desassossego,Fernando Pessoa,1982.0,9788804670469,Czuly Barbarzynca Press,"spa, eng, ita, por, gre, fre, ger","Portuguese Poets, Poetas portugueses, Fiction, Biografía, Biography",472.0,https://covers.openlibrary.org/b/id/900685-L.jpg,/works/OL847061W,Open Library,"The Book of Disquiet is the Portuguese modernist master Fernando Pessoa's greatest literary achievement. An ""autobiography"" or ""diary"" containing exquisite melancholy observations, aphorisms, and ruminations, this classic work grapples with all the eternal questions. Now, for the first time the texts are presented chronologically, in a complete English edition by master translator Margaret Jull Costa. Most of the texts in The Book of Disquiet are written under the semi-heteronym Bernardo Soares, an assistant bookkeeper. This existential masterpiece was first published in Portuguese in 1982, forty-seven years after Pessoa's death. A monumental literary event, this exciting, new, complete edition spans Fernando Pessoa's entire writing life. --",,,http://books.google.de/books?id=Dtu90AEACAAJ&dq=Livro+do+Desassossego+Fernando+Pessoa&hl=&source=gbs_api
Elvis and me,Priscilla Beaulieu Presley,1985.0,9780896216921,Putnam,eng,"Biography, Rock musicians, Rock musicians' spouses, Popmuziek, Biographie",320.0,https://covers.openlibrary.org/b/id/9736400-L.jpg,/works/OL5110680W,Open Library,"Elvis and Me is a 1985 biography written by Priscilla Presley with Sandra Harmon. In the book, Priscilla talks about meeting Elvis Presley, their marriage, and the factors and issues that led to the couple's divorce.",,,https://play.google.com/store/books/details?id=U_FyEAAAQBAJ&source=gbs_api
Kitchen Confidential,Anthony Bourdain,2000.0,1408820854,Ecco,"spa, por, eng, swe","Cooks, Cocineros, History, New York Times bestseller, Biografía",320.0,https://covers.openlibrary.org/b/id/843879-L.jpg,/works/OL3348011W,Open Library,"A celebrity chef shares anecdotes of his experience in the restaurant industry, and of his journey from dishwasher to a position of fame in the food industry.",,,http://books.google.de/books?id=XAsRYpsX9dEC&dq=Kitchen+Confidential+Anthony+Bourdain&hl=&source=gbs_api
I Know Why the Caged Bird Sings,Maya Angelou,1969.0,9780394558127,Book-of-the-Month Club,"por, eng, hat, spa","Social life and customs, Biography,, Entertainers, Intellectual life, African American families",281.0,https://covers.openlibrary.org/b/id/9367075-L.jpg,/works/OL80021W,Open Library,"She was born Marguerite, but her brother Bailey nicknamed her Maya (""mine""). As little children they were sent to live with their grandmother in Stamps, Arkansas. Their early world revolved around this remarkable woman and the Store she ran for the black community. White people were more than strangers - they were from another planet. And yet, even unseen they ruled. 

The Store was a microcosm of life: its orderly pattern was a comfort, even among the meanest frustrations. But then came the intruders - first in the form of taunting poorwhite children who were bested only by the grandmother's dignity. But as the awful, unfathomable mystery of prejudice intruded, so did the unexpected joy of a surprise visit by Daddy, the sinful joy of going to Church, the disappointments of a Depression Christmas.

A visit to St. Louis and the Most Beautiful Mother in the World ended in tragedy - rape. Thereafter Maya refused to speak, except to the person closest to her, Bailey. Eventually, Maya and Bailey followed their mother to California. There, the formative phase of her life (as well as this book) comes to a close with the painful discovery of the true nature of her father, the emergence of a hard-won independence and - perhaps most important - a baby, born out of wedlock, loved and kept.

Superbly told, with the poet's gift for language and observation, and charged with the unforgetable emotion of remembered anguish and love - this remarkable autobiography by an equally remarkable black girl from Arkansas captures, indelibly, a world of which most Americans are shamefully ignorant.",,,http://books.google.de/books?id=iVMR0AEACAAJ&dq=I+Know+Why+the+Caged+Bird+Sings+Maya+Angelou&hl=&source=gbs_api
The Man Who Loved Only Numbers,Paul Hoffman,1998.0,9781857028294,Econ Tb.,"eng, ger, spa","Mathematicians, Biography, Mathématiciens, Wiskundigen, Biographies",309.0,https://covers.openlibrary.org/b/id/5547150-L.jpg,/works/OL1857638W,Open Library,"""Paul Erdos, the most prolific and eccentric mathematician of our time, forsook all creature comforts - including a hometo pursue his lifelong study of numbers. He was a man who possessed unimaginable powers of thought yet was unable to manage some of the simplest daily tasks."" ""For more than six decades, Erdos lived out of two tattered suitcases, crisscrossing four continents at a frenzied pace, chasing mathematical problems and fresh talent. Erdos saw mathematics as a search for lasting beauty and ultimate truth. It was a search Erdos never abandoned, even as his life was torn asunder by some of the major political dramas of our time."" ""In this biography, Hoffman uses Erdos's life and work to introduce readers to a cast of remarkable geniuses, from Archimedes to Stanislaw Ulam, one of the chief minds behind the Los Alamos nuclear project. He draws on years of interviews with Ronald Graham and Fan Chung, Erdos's chief American caretakers and devoted collaborators. With an eye for the hilarious anecdote, Hoffman explains mathematical problems from Fermat's Last Theorem to the more frivolous ""Monty Hall dilemma."" What emerges is an intimate look at the world of mathematics and an indelible portrait of Erdos, a charming and impish philosopher-scientist whose accomplishments continue to enrich and inform our world.""--Jacket.",,,https://play.google.com/store/books/details?id=IakDEQAAQBAJ&source=gbs_api
Leonardo da Vinci,"Walter Isaacson, Jordi Ainaud i Escudero, Beruryah Ben Barukh",2017.0,9781508267294,Modan,"fin, spa, eng, heb, por, pol","Artists, Gifted persons, Biography, Scientists, nyt:paperback-nonfiction=2018-10-21",599.0,https://covers.openlibrary.org/b/id/8087691-L.jpg,/works/OL17802920W,Open Library,"The author of the acclaimed bestsellers Steve Jobs, Einstein, and Benjamin Franklin brings Leonardo da Vinci to life in this exciting new biography.

Based on thousands of pages from Leonardo’s astonishing notebooks and new discoveries about his life and work, Walter Isaacson weaves a narrative that connects his art to his science. He shows how Leonardo’s genius was based on skills we can improve in ourselves, such as passionate curiosity, careful observation, and an imagination so playful that it flirted with fantasy.

He produced the two most famous paintings in history, The Last Supper and the Mona Lisa. But in his own mind, he was just as much a man of science and technology. With a passion that sometimes became obsessive, he pursued innovative studies of anatomy, fossils, birds, the heart, flying machines, botany, geology, and weaponry. His ability to stand at the crossroads of the humanities and the sciences, made iconic by his drawing of Vitruvian Man, made him history’s most creative genius.

His creativity, like that of other great innovators, came from having wide-ranging passions. He peeled flesh off the faces of cadavers, drew the muscles that move the lips, and then painted history’s most memorable smile. He explored the math of optics, showed how light rays strike the cornea, and produced illusions of changing perspectives in The Last Supper. Isaacson also describes how Leonardo’s lifelong enthusiasm for staging theatrical productions informed his paintings and inventions.

Leonardo’s delight at combining diverse passions remains the ultimate recipe for creativity. So, too, does his ease at being a bit of a misfit: illegitimate, gay, vegetarian, left-handed, easily distracted, and at times heretical. His life should remind us of the importance of instilling, both in ourselves and our children, not just received knowledge but a willingness to question it—to be imaginative and, like talented misfits and rebels in any era, to think different.",,,"http://books.google.de/books?id=Efnv0AEACAAJ&dq=Leonardo+da+Vinci+Walter+Isaacson,+Jordi+Ainaud+i+Escudero,+Beruryah+Ben+Barukh&hl=&source=gbs_api"
The Woman in Me,Britney Spears,2023.0,1668009048,Gallery Books,"spa, eng","Biography/Autobiography, nyt:combined-print-and-e-book-nonfiction=2023-11-12, New York Times bestseller, Singers, biography, Women, united states, biography",288.0,https://covers.openlibrary.org/b/id/14538012-L.jpg,/works/OL29331033W,Open Library,"The Woman in Me is a brave and astonishingly moving story about freedom, fame, motherhood, survival, faith, and hope.

In June 2021, the whole world was listening as Britney Spears spoke in open court. The impact of sharing her voice—her truth—was undeniable, and it changed the course of her life and the lives of countless others. The Woman in Me reveals for the first time her incredible journey—and the strength at the core of one of the greatest performers in pop music history.
 
Written with remarkable candor and humor, Spears’s groundbreaking book illuminates the enduring power of music and love—and the importance of a woman telling her own story, on her own terms, at last.",,,http://books.google.de/books?id=ydmUEQAAQBAJ&dq=The+Woman+in+Me+Britney+Spears&hl=&source=gbs_api
Can't Hurt Me,David Goggins,2018.0,9781544512280,Lioncrest pubblishing,"spa, eng, fre","nyt:advice-how-to-and-miscellaneous=2019-01-13, New York Times bestseller, United states, navy, seals, United states, navy, biography, United states, air force",364.0,https://covers.openlibrary.org/b/id/8305903-L.jpg,/works/OL18108064W,Open Library,"For David Goggins, childhood was a nightmare--poverty, prejudice, and physical abuse colored his days and haunted his nights. But through self-discipline, mental toughness, and hard work, Goggins transformed himself from a depressed, overweight young man with no future into a US Armed Forces icon and one of the world's top endurance athletes. The only man in history to complete elite training as a Navy SEAL, Army Ranger, and Air Force tactical air controller, he went on to set records in numerous endurance events, inspiring Outside magazine to name him the Fittest (Real) Man in America.

In Can't Hurt Me, he shares his astonishing life story and reveals that most of us tap into only 40 percent of our capabilities. Goggins calls this The 40% Rule, and his story illuminates a path that anyone can follow to push past pain, demolish fear, and reach their full potential.",,,https://play.google.com/store/books/details?id=P3LFEAAAQBAJ&source=gbs_api
Einstein,Walter Isaacson,2007.0,8374146508,ספרי עליית הגג,"vie, spa, eng, chi, heb, rus","physics, relativity, scientific advancement, quantum mechanics, Friends and associates",704.0,https://covers.openlibrary.org/b/id/474440-L.jpg,/works/OL4288870W,Open Library,Albert Einstein's life and times.,,,https://play.google.com/store/books/details?id=m-AWQWmnICYC&source=gbs_api
I am Malala,"Malala Yousafzai, Christina Lamb, Malala Yousafzai, Malala Yousafazi, MALALA YOUSAFZAI ",2012.0,0297870920,Droemer HC,"jpn, fre, ger, spa, rus, chi, heb, por, eng","Young women, Education, Biography, Crimes against, Children's rights",336.0,https://covers.openlibrary.org/b/id/9358664-L.jpg,/works/OL19669045W,Open Library,"When the Taliban took control of the Swat Valley in Pakistan, one girl spoke out. Malala Yousafzai refused to be silenced and fought for her right to an education. On Tuesday, October 9, 2012, when she was fifteen, she almost paid the ultimate price. She was shot in the head at point-blank range while riding the bus home from school, and few expected her to survive. Instead, Malala's miraculous recovery has taken her on an extraordinary journey from a remote valley in northern Pakistan to the halls of the United Nations in New York. At sixteen, she has become a global symbol of peaceful protest and the youngest nominee ever for the Nobel Peace Prize. This is the remarkable tale of a family uprooted by global terrorism, of the fight for girls' education, of a father who, himself a school owner, championed and encouraged his daughter to write and attend school, and of brave parents who have a fierce love for their daughter in a society that prizes sons. This story will make you believe in the power of one person's voice to inspire change in the world. -- Publisher's description.",4.5,8.0,https://play.google.com/store/books/details?id=sQMuAAAAQBAJ&source=gbs_api
