title,author,year_published,isbn,publisher,language,genres,pages,cover_img_url,ol_key,source,description,avg_rating,num_ratings,google_url
The Currents of Space,Isaac Asimov,1952.0,9784150102470,Librairie Des Champs-Elysees/Le Masque Science Fiction,"chi, fre, ita, eng, ger, por, tur, per","Science fiction, Fiction, science fiction, general, sci-fi, science, space",221.0,https://covers.openlibrary.org/b/id/14616014-L.jpg,/works/OL46385W,Open Library,"High above the planet Florinia, the Squires of Sark live in unimaginable wealth and comfort.  Down in the eternal spring of the planet, however, the native Florinians labor ceaselessly to produce the precious kyrt that brings prosperity to their Sarkite masters.

Rebellion is unthinkable and impossible. Not only do the Florinians no longer have a concept of freedom, any disruption of the vital kyrt trade would cause other planets to rise in protest, ultimately destabilizing trade and resulting in a galactic war. So the Trantorian Empire, whose grand plan is to unite all humanity in peace, prosperity, and freedom, has stood aside and allowed the oppression to continue.

Living among the workers of Florinia, Rik is a man without a memory or a past.  He has been abducted and brainwashed. Barely able to speak or care for himself when he was found, Rik is widely regarded as a simpleton by the worker community where he lives.  But as his memories begin to return, Rik finds himself driven by a cryptic message he is determined to deliver:  Everyone on Florinia is doomed . . . the Currents of Space are bringing destruction. But if the planet is evacuated, the power of Sark will end--so some would finish the job and would kill the messenger. The fate of the Galaxy hangs in the balance.",,,https://play.google.com/store/books/details?id=Yvv3DwAAQBAJ&source=gbs_api
What If?,Randall Munroe,1980.0,9783813507638,John Murray Publishers Ltd,"spa, eng, ita, dut, cze, pol, ger","Mathematics, Statistics, Miscellanea, Science, Questions and answers",309.0,https://covers.openlibrary.org/b/id/9083979-L.jpg,/works/OL17095301W,Open Library,"Millions of people visit xkcd.com each week to read Randall Munroe's iconic webcomic. His stick-figure drawings about science, technology, language, and love have a large and passionate following. Fans of xkcd ask Munroe a lot of strange questions. What if you tried to hit a baseball pitched at 90 percent the speed of light? How fast can you hit a speed bump while driving and live? If there was a robot apocalypse, how long would humanity last? In pursuit of answers, Munroe runs computer simulations, pores over stacks of declassified military research memos, solves differential equations, and consults with nuclear reactor operators. His responses are masterpieces of clarity and hilarity, complemented by signature xkcd comics. They often predict the complete annihilation of humankind, or at least a really big explosion. The book features new and never-before-answered questions, along with updated and expanded versions of the most popular answers from the xkcd website.",4.0,9.0,http://books.google.de/books?id=tgZIBAAAQBAJ&dq=What+If%3F+Randall+Munroe&hl=&source=gbs_api
Artemis,Andy Weir,2017.0,0091956951,Newton Compton Editori,"por, eng, spa, ger, ita","Fiction, Science fiction, Smuggling, Conspiracies, Fiction, science fiction, hard science fiction",322.0,https://covers.openlibrary.org/b/id/8235551-L.jpg,/works/OL17837968W,Open Library,"**JASMINE BASHARA** never signed up to be a hero. She just wanted to get rich.

Not crazy, eccentric-billionaire rich, like many of the visitors to her hometown of Artemis, humanity's first and only lunar colony. Just rich enough to move out of her coffin-sized apartment and eat something better than flavored algae. Rich enough to pay off a debt she's owed for a long time.

So when a chance at a huge score finally comes her way, Jazz can't say no. Sure, it requires her to graduate from small-time smuggler to full-on criminal mastermind. And it calls for a particular combination of cunning, technical skills, and large explosions--not to mention sheer brazen swagger. But Jazz has never run into a challenge her intellect can't handle, and she figures she's got the ""swagger"" part down.

The trouble is, engineering the perfect crime is just the start of Jazz's problems. Because her little heist is about to land her in the middle of a conspiracy for control of Artemis itself.

Trapped between competing forces, pursued by a killer and the law alike, even Jazz has to admit she's in way over her head. She'll have to hatch a truly spectacular scheme to have a chance at staying alive and saving her city.

Jazz is no hero, but she is a very good criminal.

That'll have to do.

Propelled by its heroine's wisecracking voice, set in a city that's at once stunningly imagined and intimately familiar, and brimming over with clever problem solving and heisty fun, *Artemis* is another irresistible brew of science, suspense, and humor from #1 bestselling author Andy Weir.

This description comes from the publisher.",,,http://books.google.de/books?id=6f8GvgEACAAJ&dq=Artemis+Andy+Weir&hl=&source=gbs_api
"The Long Way to a Small, Angry Planet",Becky Chambers,2014.0,9787555027706,HarperCollins B and Blackstone Publishing,"fre, ger, chi, por, spa, tur, eng","Fiction, Science fiction, Extraterrestrial beings, Interplanetary voyages, Fiction, science fiction, general",445.0,https://covers.openlibrary.org/b/id/8902659-L.jpg,/works/OL17716925W,Open Library,"When Rosemary Harper joins the crew of the Wayfarer, she isn't expecting much. The Wayfarer, a patched-up ship that's seen better days, offers her everything she could possibly want: a small, quiet spot to call home for a while, adventure in far-off corners of the galaxy, and distance from her troubled past.
But Rosemary gets more than she bargained for with the Wayfarer. The crew is a mishmash of species and personalities, from Sissix, the friendly reptilian pilot, to Kizzy and Jenks, the constantly sparring engineers who keep the ship running. Life on board is chaotic, but more or less peaceful - exactly what Rosemary wants.
Until the crew are offered the job of a lifetime: the chance to build a hyperspace tunnel to a distant planet.",3.5,3.0,https://play.google.com/store/books/details?id=Jm6yBgAAQBAJ&source=gbs_api
Chapterhouse Dune,Frank Herbert,1985.0,2266114018,Berkley,"pol, fre, eng, spa, ger, por","Dune (Imaginary place), Fiction, Science fiction, Dune (imaginary place), fiction, Fiction, science fiction, general",482.0,https://covers.openlibrary.org/b/id/5536140-L.jpg,/works/OL893508W,Open Library,"The desert planet Arrakis, called Dune, has been destroyed. Now the Bene Gesserit, heirs to Dune's powers, have colonized a green world and are turning it into a desert, mile by scorched mile.",5.0,3.0,https://play.google.com/store/books/details?id=Y_-8cyQV-OMC&source=gbs_api
Pandora's Star,Peter F. Hamilton,2004.0,1405000198,Random House Publishing Group,"ger, eng","Fiction, Interplanetary voyages, Science Fiction, Fiction, science fiction, action & adventure, Space colonies",896.0,https://covers.openlibrary.org/b/id/7912438-L.jpg,/works/OL474061W,Open Library,"Critics have compared the engrossing space operas of Peter F. Hamilton to the classic sagas of such sf giants as Isaac Asimov and Frank Herbert. But Hamilton's bestselling fiction--powered by a fearless imagination and world-class storytelling skills--has also earned him comparison to Tolstoy and Dickens. Hugely ambitious, wildly entertaining, philosophically stimulating: the novels of Peter F. Hamilton will change the way you think about science fiction. Now, with Pandora's Star, he begins a new multivolume adventure, one that promises to be his most mind-blowing yet. The year is 2380. The Intersolar Commonwealth, a sphere of stars some four hundred light-years in diameter, contains more than six hundred worlds, interconnected by a web of transport ""tunnels"" known as wormholes. At the farthest edge of the Commonwealth, astronomer Dudley Bose observes the impossible: Over one thousand light-years away, a star . . . vanishes. It does not go supernova. It does not collapse into a black hole. It simply disappears. Since the location is too distant to reach by wormhole, a faster-than-light starship, the Second Chance, is dispatched to learn what has occurred and whether it represents a threat. In command is Wilson Kime, a five-time rejuvenated ex-NASA pilot whose glory days are centuries behind him.Opposed to the mission are the Guardians of Selfhood, a cult that believes the human race is being manipulated by an alien entity they call the Starflyer. Bradley Johansson, leader of the Guardians, warns of sabotage, fearing the Starflyer means to use the starship's mission for its own ends,.Pursued by a Commonwealth special agent convinced the Guardians are crazy but dangerous, Johansson flees. But the danger is not averted. Aboard the Second Chance, Kime wonders if his crew has been infiltrated. Soon enough, he will have other worries. A thousand light-years away, something truly incredible is waiting: a deadly discovery whose unleashing will threaten to destroy the Commonwealth . . . and humanity itself.  Could it be that Johansson was right?From the Hardcover edition.",3.0,3.0,https://play.google.com/store/books/details?id=1cJkdAULRI0C&source=gbs_api
Astrophysics for People in a Hurry,"Neil deGrasse Tyson, Sandra Martha Dolinsky, María del Carmen Román de la Peña",2017.0,9782081481367,PLANETA,"eng, pol, spa, fre, por","Astrophysics, Science, Cosmology, Universe, Space and time",209.0,https://covers.openlibrary.org/b/id/7984709-L.jpg,/works/OL17710047W,Open Library,"A short book for almost all ages, it’s simply astrophysics for people in a hurry, taught by acclaimed astrophysicist Neil deGrasse Tyson. This is a must-read for anyone who wants to know how the universe works!",,,"http://books.google.de/books?id=iXURvgAACAAJ&dq=Astrophysics+for+People+in+a+Hurry+Neil+deGrasse+Tyson,+Sandra+Martha+Dolinsky,+Mar%C3%ADa+del+Carmen+Rom%C3%A1n+de+la+Pe%C3%B1a&hl=&source=gbs_api"
A Closed and Common Orbit,Becky Chambers,2016.0,1515966429,Hodder & Stoughton,"por, eng, spa, ger","Fiction in English, Science Fiction, Fiction, science fiction, general",416.0,https://covers.openlibrary.org/b/id/8211950-L.jpg,/works/OL17897265W,Open Library,"Once, Lovelace had eyes and ears everywhere. She was a ship's artificial intelligence system - possessing a personality and very human emotions. But when her ship was badly damaged, Lovelace was forced to reboot and reset. Now housed in an illegal synthetic body, she's never felt so isolated.
But Lovelace is not alone. Pepper, an engineer who risked her life to reinstall Lovelace's program, has remained by her side and is determined to help her.",,,https://play.google.com/store/books/details?id=5qNnCwAAQBAJ&source=gbs_api
Friday,Robert A. Heinlein,1982.0,0886461863,"Holt, Rinehart and Winston","fre, ger, eng","Science fiction, Fiction, Genetic engineering, Women, Fiction, science fiction, general",369.0,https://covers.openlibrary.org/b/id/14630717-L.jpg,/works/OL59706W,Open Library,"Engineered from the finest genes, and trained to be a secret courier in a future world, Friday operates over a near-future Earth, where chaos reigns. Working at Boss's whimsical behest she travels from far north to deep south, finding quick, expeditious solutions as one calamity after another threatens to explode in her face....
Fabulous Heinlein world of fascination and intrigue.",,,http://books.google.de/books?id=k4qgRSodu80C&dq=Friday+Robert+A.+Heinlein&hl=&source=gbs_api
Burning Chrome,William Gibson,1986.0,8445070800,Arbor House,"dut, spa, fre, dan, rum, eng, ger, swe","American Science fiction, Science fiction, American, Long Now Manual for Civilization, American literature, Fiction, science fiction, short stories",224.0,https://covers.openlibrary.org/b/id/28351-L.jpg,/works/OL27254W,Open Library,"Burning Chrome collects Gibson's early short fiction from the late 70's and early 80's.

Contents:
Preface / by Bruce Sterling --
Johnny Mnemonic --
The Gernsback continuum --
Fragments of a hologram rose --
The belonging kind / by John Shirley and William Gibson --
Hinterlands --
Red star, winter orbit / by Bruce Sterling and William Gibson --
New Rose Hotel --
The winter market --
Dogfight / by Michael Swanwick and William Gibson --
Burning chrome.",5.0,1.0,https://play.google.com/store/books/details?id=dy6KCwAAQBAJ&source=gbs_api
The Robots of Dawn,Isaac Asimov,1983.0,0246123044,Nelson Doubleday,"rus, tur, ger, fre, eng, spa, gre, por, ita","American Science fiction, Robots, Fiction, Fiction, science fiction, hard science fiction, Fiction, mystery & detective, general",446.0,https://covers.openlibrary.org/b/id/14372309-L.jpg,/works/OL46377W,Open Library,"A millennium into the future two advances have altered the course of human history: the colonization of the Galaxy and the creation of the positronic brain. Isaac Asimov's Robot novels chronicle the unlikely partnership between a New York City detective and a humanoid robot who must learn to work together.

Detective Elijah Baley is called to the Spacer world Aurora to solve a bizarre case of roboticide. The prime suspect is a gifted roboticist who had the means, the motive, and the opportunity to commit the crime. There's only one catch: Baley and his positronic partner, R. Daneel Olivaw, must prove the man innocent. For in a case of political intrigue and love between woman and robot gone tragically wrong, there's more at stake than simple justice. This time Baley's career, his life, and Earth's right to pioneer the Galaxy lie in the delicate balance.",4.5,4.0,http://books.google.de/books?id=FQ9pLWTl0O0C&dq=The+Robots+of+Dawn+Isaac+Asimov&hl=&source=gbs_api
Heretics of Dune,Frank Herbert,1984.0,9780613997249,Berkley Books,"rus, pol, fre, eng, spa, ger, por","Science Fiction, Fiction, Dune (Imaginary place), Anglais (langue), Roman américain",510.0,https://covers.openlibrary.org/b/id/284530-L.jpg,/works/OL893502W,Open Library,"With more than ten million copies sold, Frank Herbert's magnificent Dune books stand among the major achievements of the human imagination. In this, the fifth and most spectacular Dune book of all, the planet Arrakis--now called Rakis--is becoming desert again. The Lost Ones are returning home from the far reaches of space. The great sandworms are dying. And the children of Dune's children awaken from empire as from a dream, wielding the new power of a heresy called love...",,,http://books.google.de/books?id=l3JqQgAACAAJ&dq=Heretics+of+Dune+Frank+Herbert&hl=&source=gbs_api
Contact,Carl Sagan,1985.0,8401941253,Thorndike Press,"swe, spa, eng, por, hrv, tur, chi, fre","Exploration, Fiction, Human-alien encounters, Life on other planets, Radio astronomy",432.0,https://covers.openlibrary.org/b/id/4143957-L.jpg,/works/OL2950903W,Open Library,"In December, 1999, a multinational team journeys out to the stars, to the most awesome encounter in human history. Who -- or what -- is out there? 
In Cosmos, Carl Sagan explained the universe. In Contact, he predicts its future -- and our own.",,,http://books.google.de/books?id=Pz4pAAAACAAJ&dq=Contact+Carl+Sagan&hl=&source=gbs_api
Solaris,Stanisław Lem,1961.0,9788020409980,Wydawn. Ministerstwa Oborony Narodowej,"ita, eng, tur, pol, hun, heb, fre, cze, por, rus, ger, spa","Translations into English, English fiction, Polish Science fiction, Polish fiction, Translations from Polish",224.0,https://covers.openlibrary.org/b/id/12313764-L.jpg,/works/OL109524W,Open Library,"The cult-classic by Stanislaw Lem that spawned the movie is now available for your Kindle! Until now the only English edition was a 1970 version, which was translated from French and which Lem himself described as a ""poor translation."" This wonderful new English translation (by Bill Johnston) of Lem's classic Solaris is a must-have for fans of Lem's classic novel.

Telling of humanity's encounter with an alien intelligence on the planet Solaris, the 1961 novel is a cult classic, exploring the ultimate futility of attempting to communicate with extra-terrestrial life.

When Kris Kelvin arrives at the planet Solaris to study the ocean that covers its surface, he finds a painful, hitherto unconscious memory embodied in the living physical likeness of a long-dead lover. Others examining the planet, Kelvin learns, are plagued with their own repressed and newly corporeal memories. The Solaris ocean may be a massive brain that creates these incarnate memories, though its purpose in doing so is unknown, forcing the scientists to shift the focus of their quest and wonder if they can truly understand the universe without first understanding what lies within their hearts.",4.0,23.0,http://books.google.de/books?id=i8IwKGIAV2wC&dq=Solaris+Stanis%C5%82aw+Lem&hl=&source=gbs_api
The Stars My Destination,Alfred Bester,1956.0,9780575079090,Independently Published,eng,"Science fiction, Literature and science, Adventure stories, Fiction, science fiction, general, Astronauts",244.0,https://covers.openlibrary.org/b/id/911114-L.jpg,/works/OL1819353W,Open Library,"In this pulse-quickening novel, Alfred Bester imagines a future in which people ""jaunte"" a thousand miles with a single thought, where the rich barricade themselves in labyrinths and protect themselves with radioactive hitmen—and where an inarticulate outcast is the most valuable and dangerous man alive.

The Stars My Destination is a classic of technological prophecy and timeless narrative enchantment by an acknowledged master of science fiction.",,,https://play.google.com/store/books/details?id=sYoJwHj32u0C&source=gbs_api
The Invisible Man,H. G. Wells,0.0,1400150663,George Newnes Ltd.,"cat, fre, por, eng, chi, spa, ger, rus, mon, ita","Ciencia-ficción, Classic Literature, Fiction, Mentally ill, Science Fiction & Fantasy",170.0,https://covers.openlibrary.org/b/id/6419199-L.jpg,/works/OL52266W,Open Library,"This book is the story of Griffin, a scientist who creates a serum to render himself invisible, and his descent into madness that follows.",4.0,14.0,https://play.google.com/store/books/details?id=vdAOAAAAIAAJ&source=gbs_api
Ancillary Sword,Ann Leckie,2014.0,1478987375,J'ai lu,eng,"Science Fiction, Fiction, Quests (Expeditions), Revenge, Fiction, science fiction, space opera",416.0,https://covers.openlibrary.org/b/id/7422984-L.jpg,/works/OL17062642W,Open Library,"Breq is a soldier who used to be a warship. Once a weapon of conquest controlling thousands of minds, now she has only a single body and serves the emperor.

With a new ship and a troublesome crew, Breq is ordered to go to the only place in the galaxy she would agree to go: to Athoek Station to protect the family of a lieutenant she once knew - a lieutenant she murdered in cold blood.",,,http://books.google.de/books?id=tXWOBAAAQBAJ&dq=Ancillary+Sword+Ann+Leckie&hl=&source=gbs_api
The Last Colony,John Scalzi,2007.0,8576574470,Tor Books,"heb, eng, por","Space warfare, Life on other planets, Fiction, Science fiction, Space colonies",320.0,https://covers.openlibrary.org/b/id/524768-L.jpg,/works/OL5734646W,Open Library,"Serving his human colony on distant Huckleberry as a village ombudsman, retired fighter John Perry looks forward to settling into farm life with his wife and adopted daughter before he is drawn back into the dangerous interstellar politics of his past.",,,http://books.google.de/books?id=zlEKEQAAQBAJ&dq=The+Last+Colony+John+Scalzi&hl=&source=gbs_api
Foundation,Isaac Asimov,1951.0,8576574837,Doubleday Bantam,"ger, eng, kor, spa, chi, ita, por, rus, fre","Psychohistory, Open Library Staff Picks, Life on other planets, Fiction, Science Fiction",240.0,https://covers.openlibrary.org/b/id/14612610-L.jpg,/works/OL46125W,Open Library,"One of the great masterworks of science fiction, the Foundation novels of Isaac Asimov are unsurpassed for their unique blend of nonstop action, daring ideas, and extensive world-building. 

The story of our future begins with the history of Foundation and its greatest psychohistorian: Hari Seldon.  For twelve thousand years the Galactic Empire has ruled supreme. Now it is dying.  Only Hari Seldon, creator of the revolutionary science of psychohistory, can see into the future--a dark age of ignorance, barbarism, and warfare that will last thirty thousand years. To preserve knowledge and save mankind, Seldon gathers the best minds in the Empire--both scientists and scholars--and brings them to a bleak planet at the edge of the Galaxy to serve as a beacon of hope for future generations. He calls his sanctuary the Foundation.

But soon the fledgling Foundation finds itself at the mercy of corrupt warlords rising in the wake of the receding Empire. And mankind's last best hope is faced with an agonizing choice: submit to the barbarians and live as slaves--or take a stand for freedom and risk total destruction.",5.0,6.0,https://play.google.com/store/books/details?id=JTqEBu9zpTQC&source=gbs_api
Dune,Frank Herbert,1965.0,057501864X,Hodder & Stoughton Ltd,"tur, spa, fre, gre, pol, ger, eng, rus, por","Dune (Imaginary place), Fiction, Fiction, science fiction, general, Dune (imaginary place), fiction, New York Times reviewed",592.0,https://covers.openlibrary.org/b/id/11481354-L.jpg,/works/OL893415W,Open Library,"Set on the desert planet Arrakis, Dune is the story of the boy Paul Atreides, heir to a noble family tasked with ruling an inhospitable world where the only thing of value is the ""spice"" melange, a drug capable of extending life and enhancing consciousness. Coveted across the known universe, melange is a prize worth killing for...

When House Atreides is betrayed, the destruction of Paul's family will set the boy on a journey toward a destiny greater than he could ever have imagined. And as he evolves into the mysterious man known as Muad'Dib, he will bring to fruition humankind's most ancient and unattainable dream.

A stunning blend of adventure and mysticism, environmentalism and politics, Dune won the first Nebula Award, shared the Hugo Award, and formed the basis of what is undoubtedly the grandest epic in science fiction.",,,http://books.google.de/books?id=UAhAEAAAQBAJ&dq=Dune+Frank+Herbert&hl=&source=gbs_api
A Fire upon the Deep,Vernor Vinge,1992.0,9782221125779,Gollancz,"eng, fre, heb","Fiction, Hugo Award Winner, Life on other planets, award:hugo_award=1993, award:hugo_award=novel",605.0,https://covers.openlibrary.org/b/id/9261466-L.jpg,/works/OL1975714W,Open Library,"Thousands of years in the future, humanity is no longer alone in a universe where a mind's potential is determined by its location in space, from superintelligent entities in the Transcend, to the limited minds of the Unthinking Depths, where only simple creatures, and technology, can function. Nobody knows what strange force partitioned space into these ""regions of thought,"" but when the warring Straumli realm use an ancient Transcendent artifact as a weapon, they unwittingly unleash an awesome power that destroys thousands of worlds and enslaves all natural and artificial intelligence.

Fleeing this galactic threat, Ravna crash lands on a strange world with a ship-hold full of cryogenically frozen children, the only survivors from a destroyed space-lab. They are taken captive by the Tines, an alien race with a harsh medieval culture, and used as pawns in a ruthless power struggle.",,,https://play.google.com/store/books/details?id=uRjpxtbshBYC&source=gbs_api
Robots and Empire,Isaac Asimov,1985.0,9788576573197,Grafton,"eng, ita, est, ger, rus, fre, spa, por","Fiction, Robots, Fiction, mystery & detective, general, Fiction, science fiction, hard science fiction, fiction""",468.0,https://covers.openlibrary.org/b/id/9302088-L.jpg,/works/OL46178W,Open Library,"Esta quinta novela de la «Serie de los robots» supone un sensacional hito en la galaxia de ciencia ficción de Asimov y constituye la apasionante continuación del bestseller Los robots del amanecer .

En Robots e imperio vemos cómo el futuro del universo corre peligro. Aunque se han debilitado las fuerzas de los siniestros Spacers, el doctor Kelden Amadiro no ha olvidado -ni perdonado- su humillante derrota a manos de Elijah Baley, el adorado héroe de la población terrestre. Amadiro ansía la venganza y está más decidido que nunca a consumar la destrucción del planeta Tierra.",3.0,1.0,http://books.google.de/books?id=I3yeQgAACAAJ&dq=Robots+and+Empire+Isaac+Asimov&hl=&source=gbs_api
Les Robots,Isaac Asimov,1950.0,9780553294385,Fiction,"chi, por, ita, gre, eng, spa, fre, ger, tur, und, dut","smear campaigns, supercomputers, computers, Frankenstein complex, hyperspace",245.0,https://covers.openlibrary.org/b/id/12385229-L.jpg,/works/OL46241W,Open Library,"I, Robot is a fixup novel of science fiction short stories or essays by American writer Isaac Asimov. The stories originally appeared in the American magazines Super Science Stories and Astounding Science Fiction between 1940 and 1950 and were then compiled into a book for stand-alone publication by Gnome Press in 1950, in an initial edition of 5,000 copies. The stories are woven together by a framing narrative in which the fictional Dr. Susan Calvin tells each story to a reporter (who serves as the narrator) in the 21st century. Although the stories can be read separately, they share a theme of the interaction of humans, robots, and morality, and when combined they tell a larger story of Asimov's fictional history of robotics.


----------

Contains:
""Introduction"" 
""Robbie"" (1940, 1950)
""Runaround"" (1942)
""Reason"" (1941)
""Catch That Rabbit"" (1944)
""Liar!"" (1941)
""Little Lost Robot"" (1947)
""Escape!"" (1945)
""Evidence"" (1946)
""The Evitable Conflict"" (1950)",,,http://books.google.de/books?id=R7ruAAAAMAAJ&dq=Les+Robots+Isaac+Asimov&hl=&source=gbs_api
Ubik,Philip K. Dick,1969.0,9783518369401,Knopf Doubleday Publishing Group,"cmn, pol, fre, eng, gre, spa, ger, por, ita","Fiction, Death, Businessmen, Explosions, Science Fiction",224.0,https://covers.openlibrary.org/b/id/5018327-L.jpg,/works/OL2172454W,Open Library,"Named one of Time's 100 Best Books, Ubik is a mind-bending, classic novel about the perception of reality from Philip K. Dick, the Hugo Award-winning author of The Man in the High Castle. “From the stuff of space opera, Dick spins a deeply unsettling existential horror story, a nightmare you’ll never be sure you’ve woken up from.”—Lev Grossman, Time Glen Runciter runs a lucrative business — deploying his teams of anti-psychics to corporate clients who want privacy and security from psychic spies. But when he and his top team are ambushed by a rival, he is gravely injured and placed in “half-life,” a dreamlike state of suspended animation. Soon, though, the surviving members of the team begin experiencing some strange phenomena, such as Runciter’s face appearing on coins and the world seeming to move backward in time. As consumables deteriorate and technology gets ever more primitive, the group needs to find out what is causing the shifts and what a mysterious product called Ubik has to do with it all. “More brilliant than similar experiments conducted by Pynchon or DeLillo.”—Roberto Bolaño",,,https://play.google.com/store/books/details?id=eMUtAwAAQBAJ&source=gbs_api
The Demon-Haunted World,Carl Sagan,1995.0,1561006491,Bookcassette,"spa, eng, ita, por, cat, tur, chi, ger","Open Library Staff Picks, Long Now Manual for Civilization, Pseudowetenschap, Science, Onwetendheid",472.0,https://covers.openlibrary.org/b/id/13129044-L.jpg,/works/OL2950942W,Open Library,"A prescient warning of a future we now inhabit, where fake news stories and Internet conspiracy theories play to a disaffected American populace

“A glorious book . . . A spirited defense of science . . . From the first page to the last, this book is a manifesto for clear thought.”—Los Angeles Times

How can we make intelligent decisions about our increasingly technology-driven lives if we don’t understand the difference between the myths of pseudoscience and the testable hypotheses of science? Pulitzer Prize-winning author and distinguished astronomer Carl Sagan argues that scientific thinking is critical not only to the pursuit of truth but to the very well-being of our democratic institutions.

Casting a wide net through history and culture, Sagan examines and authoritatively debunks such celebrated fallacies of the past as witchcraft, faith healing, demons, and UFOs. And yet, disturbingly, in today's so-called information age, pseudoscience is burgeoning with stories of alien abduction, channeling past lives, and communal hallucinations commanding growing attention and respect. As Sagan demonstrates with lucid eloquence, the siren song of unreason is not just a cultural wrong turn but a dangerous plunge into darkness that threatens our most basic freedoms.",,,http://books.google.de/books?id=bzvimAEACAAJ&dq=The+Demon-Haunted+World+Carl+Sagan&hl=&source=gbs_api
The Diamond Age,Neal Stephenson,1995.0,8466617248,Goldmann,"ger, eng, spa, fre","Revolutions, Open Library Staff Picks, Quests (Expeditions), Fiction, Hugo Award Winner",512.0,https://covers.openlibrary.org/b/id/8598269-L.jpg,/works/OL38499W,Open Library,The story of an engineer who creates a device to raise a girl capable of thinking for herself reveals what happens when a young girl of the poor underclass obtains the device.,4.5,47.0,http://books.google.de/books?id=aAV6wV4Rn00C&dq=The+Diamond+Age+Neal+Stephenson&hl=&source=gbs_api
Destroy Me,Tahereh Mafi,2012.0,9789020632729,Farshore,eng,"Dystopian, science fiction, young adult, romance, dystopian romance",111.0,https://covers.openlibrary.org/b/id/14427908-L.jpg,/works/OL21775531W,Open Library,"In Shatter Me, Juliette escaped from The Reestablishment by seducing Warner -- and then putting a bullet in his shoulder. But as she'll learn in Destroy Me, Warner is not that easy to get rid of . . .

Back at the base and recovering from his near-fatal wound, Warner must do everything in his power to keep his soldiers in check and suppress any mention of a rebellion in the sector. Still as obsessed with Juliette as ever, his first priority is to find her, bring her back, and dispose of Adam and Kenji, the two traitors who helped her escape. But when Warner's father, the Supreme Commander of The Reestablishment, arrives to correct his son's mistakes, it's clear that he has much different plans for Juliette. Plans Warner simply cannot allow",,,https://play.google.com/store/books/details?id=vtXPEAAAQBAJ&source=gbs_api
A Deepness in the Sky (Zones of Thought),Vernor Vinge,1999.0,1857988515,"Orion Publishing Group, Limited",eng,"American Science fiction, Life on other planets, Fiction, Science fiction, Long Now Manual for Civilization",792.0,https://covers.openlibrary.org/b/id/603591-L.jpg,/works/OL1975705W,Open Library,"From inside cover Tor First Edition March 1999:

Thirty thousand years before the events of *A Fire upon the Deep*, Pham Nuwen is living in anonymity among the Qeng Ho interstellar trading fleet.  In high orbit above the planet Arachna, they wait for the awakening of its dormant population, the Spiders, who have burrowed deep into the planet, awaiting the relighting of the On/Off star their planet orbits.  For when light returns, Arachna will at long last explode into a Golden Age of technology and commerce.

But the slumbering Spiders' vulnerability has attracted another lurking presence -- the Emergents, a band of traders whose plans for Arachna are more sinister than anything the Qeng Ho could envision.

Reluctant to share their spoils with the Qeng Ho, the Emergents unleash an attack unlike any seen in the Qeng Ho's millennia-long history of exploration, reducing their fleet to serfdom... and then to something worse.

Reaching into memories so old and painful he can barely recall them, Pham gathers the other ""survivors"" about him and makes a final attempt to be worthy of a reputation as ancient and storied as the history of the Qeng Ho itself.  But time is running out, for soon the Emergents' assault will strip Arachna bare.

As Pham's underground resistance cell struggles against its torturers in space, a wondrously gifted clan of Spiders on the planet below fights another battle - to advance their technology quickly enough to defeat their terrestrial foes, and to somehow overcome the invisible enemy lurking above.",,,http://books.google.de/books?id=7DuqEAAAQBAJ&dq=A+Deepness+in+the+Sky+(Zones+of+Thought)+Vernor+Vinge&hl=&source=gbs_api
Foundation and Earth,Isaac Asimov,1986.0,9780736628174,Harper Voyager Harper Collins Publishers,"tur, fre, por, eng, chi, spa, est, ger, ita","Fiction, Psychohistory, Life on other planets, Science fiction, Fiction, science fiction, general",503.0,https://covers.openlibrary.org/b/id/9304027-L.jpg,/works/OL46347W,Open Library,"Golan Trevize, Janov Pelorat, Bliss go looking for earth.",1.0,1.0,https://play.google.com/store/books/details?id=QoI6QptJvrYC&source=gbs_api
Brief Answers to the Big Questions,Stephen Hawking,2014.0,6051719091,CRITICA,"pol, dut, spa, cat, por, eng, ger, tur","Science, Miscellanea, Science, miscellanea, nyt:combined-print-and-e-book-nonfiction=2018-11-04, New York Times bestseller",256.0,https://covers.openlibrary.org/b/id/8815165-L.jpg,/works/OL19552275W,Open Library,"Stephen Hawking was recognized as one of the greatest minds of our time and a figure of inspiration after defying his ALS diagnosis at age twenty-one. He is known for both his breakthroughs in theoretical physics as well as his ability to make complex concepts accessible for all, and was beloved for his mischievous sense of humor. At the time of his death, Hawking was working on a final project: a book compiling his answers to the ""big"" questions that he was so often posed--questions that ranged beyond his academic field. Within these pages, he provides his personal views on our biggest challenges as a human race, and where we, as a planet, are heading next. Each section will be introduced by a leading thinker offering his or her own insight into Professor Hawking's contribution to our understanding. The book will also feature a foreword from Academy Award winning actor Eddie Redmayne, who portrayed Hawking in the film The Theory of Everything, and an afterword by Hawking's daughter, Lucy Hawking, as well as personal photographs and additional archival material.",5.0,1.0,https://play.google.com/store/books/details?id=iKdaDwAAQBAJ&source=gbs_api
